,Species,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm
27,Iris-setosa,4.554205549065157,3.161574723212171,1.544491904648778,0.3415670963086331
28,Iris-setosa,4.954548011431943,3.39005939364342,1.419622268437954,0.23921327503505532
29,Iris-setosa,5.008284106247853,3.6035918712908015,1.213880932974333,0.11944594789762311
30,Iris-setosa,5.39603307851165,3.8546585290168833,1.560850086966058,0.14162047917845408
31,Iris-setosa,4.654086978835421,3.174877912152983,1.297656208529821,0.1494768078019043
32,Iris-setosa,5.0892000487394755,3.8858412365513573,1.4435815890831607,0.23069173908554544
33,Iris-setosa,5.640396560292564,2.6352068830182303,1.5868950754197917,0.26328343178441505
34,Iris-setosa,5.121054604929411,3.7609762575237484,1.273068273939098,0.1946615572272002
35,Iris-setosa,5.248309558624461,3.4151194360891823,1.7850840518093314,0.36733150143820337
36,Iris-setosa,5.487222593610829,3.634798532392217,1.5684365835841998,0.18848905583527065
37,Iris-setosa,5.321811343453962,3.7281123018531845,1.4220464798497134,0.4084580376723663
38,Iris-setosa,5.206868215727136,2.2962632948768413,1.7064217432517452,0.37906187624577503
39,Iris-setosa,5.407574652301992,3.318435096733166,1.5676677233212406,0.1704483875628771
40,Iris-setosa,5.467522312695321,3.0756441498222653,1.2771242648873455,0.5013949495226689
41,Iris-setosa,5.101872178408095,3.6576418312349555,1.2291785177953225,0.15487699036998961
42,Iris-setosa,5.700025194686277,3.4859592173301435,1.4453120339322039,0.35263029130484225
43,Iris-setosa,4.757348384043404,3.429549847764028,1.653296073909873,0.37820946770292296
44,Iris-setosa,5.272827720914996,3.6475198472997667,1.555324994516281,0.18671674371525224
45,Iris-setosa,5.339096358107783,2.828762715784673,1.630168614865024,0.291677988907531
46,Iris-setosa,5.1747040033641545,3.445238591280447,1.2623315133860824,0.26755156364720606
47,Iris-setosa,5.268347522890323,3.738273208000865,1.4667550041387196,0.2128981251387448
48,Iris-setosa,5.372617996544098,3.6327324614442142,1.2576214866710402,0.2257954908966854
49,Iris-setosa,4.888923030098815,2.895878993913619,1.2892178921970963,0.3895879876582393
50,Iris-setosa,4.5265660352398935,3.141437839359486,1.4908972823790845,0.19289981078307236
51,Iris-setosa,5.545583673086989,3.144705572939924,1.7047397190175162,0.2100715818686551
52,Iris-setosa,5.539187547093797,3.153972590766388,1.4179172644829734,0.22302402462456425
53,Iris-setosa,5.111129109056076,3.1806371253864794,1.5322981869054135,0.32961546724661495
54,Iris-setosa,4.9215133584335105,3.9168680516946663,1.5006558208965428,0.16836087786012988
55,Iris-setosa,4.78665859858192,3.463377203169403,1.6004023978685304,0.15980897487510648
56,Iris-setosa,4.5253803492069675,4.135499034603478,1.3929426149429642,0.1790564990070132
57,Iris-setosa,5.204942008754666,3.950873421427516,1.4950889736379802,0.2360236817292592
58,Iris-setosa,4.9790157995591215,3.7970887216921794,1.409343510002362,0.28409399541303537
59,Iris-setosa,5.0908183193748116,3.2609138854317083,1.5410256562332902,0.13970957744675278
60,Iris-setosa,4.8389467706066736,3.1711599504223966,1.3653433489156357,0.10829707408703121
61,Iris-setosa,5.398193379973584,3.8849598435826316,1.5680096286954426,0.30598921869176227
62,Iris-setosa,5.216565715134319,3.0406315785513485,1.7225791861279531,0.2536558104828054
63,Iris-setosa,5.1703658209125205,3.398784277478987,1.69333485519555,0.2867520101362715
64,Iris-setosa,4.865140068108175,3.7236416035484274,1.4665251254508773,0.3136806516997718
65,Iris-setosa,4.953066410451782,2.6370949948451177,1.6628109301207716,0.30299497189996233
66,Iris-setosa,4.9925077680763925,3.437885994273664,1.5283965420578218,0.23273792178164004
67,Iris-setosa,5.550619651591563,3.95336608875307,1.6327737543079814,0.10247551067903976
68,Iris-setosa,4.987904327152577,3.593120402047588,1.5361896797707213,0.2403247949499564
69,Iris-setosa,5.094320695815166,3.0342380745365,1.528759286150587,0.3272571472434531
70,Iris-setosa,4.977381832380178,3.836207381227154,1.463030968531478,0.24178347067836484
71,Iris-setosa,5.091700605502317,3.5924632370620766,1.4243322716045508,0.2837596996969443
72,Iris-setosa,4.297110688668569,4.0172175654442706,1.607016426779504,0.2857052907847074
73,Iris-setosa,5.848511282887179,3.5363174625773186,1.4677687505119288,0.23498414934665454
74,Iris-setosa,4.921625394510523,3.201795900923498,1.340012012167053,0.33409082453885336
75,Iris-setosa,5.3197698320492925,3.670792619668094,1.4581558117007924,0.28113404820895543
76,Iris-setosa,5.466964475373071,3.3592369797585317,1.2819825027235503,0.1943581578568961
77,Iris-setosa,4.850385523084674,3.0434155189441827,1.278329595111947,0.2992138141991898
78,Iris-setosa,4.678573032561548,2.630489258517072,1.2948673780806499,0.08632643129107329
79,Iris-setosa,5.321611932920775,2.8329764656515963,1.6202850507202358,0.3392208489497422
80,Iris-setosa,5.187161460062276,3.20434795847605,1.3543635079645857,0.18449946458170757
81,Iris-setosa,5.313533533612567,3.2570982637680133,1.712253849393625,0.29182653300611544
82,Iris-setosa,5.109304831126742,3.4565117733360173,1.7929499625240712,0.29038495831733446
83,Iris-setosa,4.971116482483201,2.9606252322848197,1.582455741776311,0.16352273139350315
84,Iris-setosa,5.359138258347949,3.0959583386952043,1.5113063893485472,0.3261194081784898
85,Iris-setosa,5.82406419001373,3.424054983489929,1.7171387645584903,0.09995664894393672
86,Iris-setosa,5.052171589801737,3.3942890452612264,1.0530679699033518,0.06591669383024024
87,Iris-setosa,5.263932053231152,4.1517967775479026,1.4776998889929167,0.2522024503026484
88,Iris-setosa,5.278737907249406,2.9657532252339274,1.5500348096993493,0.37786632970078793
89,Iris-setosa,5.0821178520508665,3.6503187482500654,1.5545705590263135,0.1759816682000296
90,Iris-setosa,4.722882962869348,3.433585474328014,1.5590342047104846,0.3079491197314103
91,Iris-setosa,5.214634028140569,2.764349331326154,1.3777908193051733,0.15337247269108156
92,Iris-setosa,4.949712640646065,2.53615807415318,1.5333221415198577,0.3527072070533146
93,Iris-setosa,5.043012937692743,3.1037417325221948,1.3735758455398226,0.1379871421542792
94,Iris-setosa,4.713905652079593,2.979253291519303,1.1793636002708852,0.20849847421261397
95,Iris-setosa,4.530010884033978,3.349366238089579,1.3813184424857292,0.393129715335843
96,Iris-setosa,5.389689529949896,2.7611390441358243,1.5403835363240714,0.21633725926606212
97,Iris-setosa,5.037573209494601,3.7382987474597233,1.440363752174926,0.20783492958840205
98,Iris-setosa,5.125234754867737,4.229008665490201,1.4145275997546443,0.12448345626296389
99,Iris-setosa,4.997815113218109,2.583677992955695,1.6526503938491925,0.39057122001557243
100,Iris-setosa,4.699759483141276,3.285971635455977,1.1535319692487265,0.018698429900101593
101,Iris-setosa,5.113244852703058,3.184583548179707,1.6659075538541221,0.3310806409107925
102,Iris-setosa,5.052020983813256,3.607446508251213,1.6668629780197306,0.1974302942584067
103,Iris-setosa,5.009026455684898,3.935997119302939,1.898473971545666,0.14669444927823716
104,Iris-setosa,4.729832162763831,3.265027494888996,1.3084851313659474,0.1678190804965055
105,Iris-setosa,4.994766885107729,3.3900813019032396,1.4745305959630943,0.4137832135928583
106,Iris-setosa,5.0362157243968255,3.3714126435577674,1.3347031316285194,0.09911720853024145
107,Iris-setosa,4.990639784913033,3.378865440954415,1.4819457215948313,0.23631602157908874
108,Iris-setosa,5.308254160849305,3.7913616456638453,1.1699103300119997,0.2841858894113042
109,Iris-setosa,4.955937007707686,3.241566354883312,1.2682699203047128,0.23179146460709035
110,Iris-setosa,4.817726419268557,3.0628400481852642,1.6431629258443607,0.4477418269940151
111,Iris-setosa,4.32294276594978,3.20637079745998,1.5202033492837894,0.16840936165966508
112,Iris-setosa,4.993328820279421,3.7954067102478137,1.3367408361201114,0.20918471049596046
113,Iris-setosa,5.535825401247349,3.8953315196124416,1.3332703695952304,0.27721787441366763
114,Iris-setosa,4.975178858056394,2.908841434643329,1.272422885649553,0.23101378377111725
115,Iris-setosa,5.146782482471234,3.287567409580398,1.7993832445470388,0.14317073782255696
116,Iris-setosa,4.452234642611076,3.640821320029527,1.7141092350446172,0.24122457696284133
117,Iris-setosa,5.068703828701323,3.7614294967355018,1.3939105048110136,0.32746121892697283
118,Iris-setosa,5.188243291696804,3.4166411081681565,1.3468434063970411,0.36869884605903674
119,Iris-setosa,5.371962087794412,3.1848764561030936,1.576291312846979,0.21009999033524251
120,Iris-setosa,4.690865790123645,3.6359538116559835,1.3695142659981712,0.13974205560162178
121,Iris-setosa,4.727985678860394,3.5895149582882526,1.6870812894009704,0.13334742055235316
122,Iris-setosa,5.429965617777088,3.022570575796322,1.1920464827064186,0.4209929119550564
123,Iris-setosa,4.895701941545562,3.267484716321816,1.746129039764451,0.11203996987632289
124,Iris-setosa,4.504396149678689,3.2627650380775526,1.4020659391099237,0.30034567009823876
125,Iris-setosa,4.8936772761289795,3.7593707300798083,1.4243408715462034,0.3761949990335386
126,Iris-setosa,5.120913794984888,3.72263259477721,1.1453822923954933,0.18760699307437126
127,Iris-setosa,5.265281111408279,3.3542724875306438,1.509688625370765,0.3120900981396337
128,Iris-setosa,5.363189849157754,4.3170109566310915,1.6065742865318642,0.29533942794422174
129,Iris-setosa,5.035743354419335,3.9574348712706633,1.6905230661081085,0.23316389778460353
130,Iris-setosa,5.540949830702972,3.176797722506023,1.3582364548628054,0.3122387863669722
131,Iris-setosa,4.559331161356222,3.375372337661593,1.6040925369492274,0.14804661553207188
132,Iris-setosa,5.050913963191031,4.0057512345044515,1.2871225616116226,0.2025748282332071
133,Iris-setosa,5.220759560785504,3.2069184564622657,1.6806907019110653,0.5463525305010106
134,Iris-setosa,4.8247989154399376,3.312328657198577,1.4698537981002247,0.31792415197259094
135,Iris-setosa,5.364246163400035,3.4842377074414426,1.5937464984039968,0.3200959040029258
136,Iris-setosa,5.122389916770043,2.92402379741612,1.7431346565196724,0.34373168178969465
137,Iris-setosa,5.14898437037514,3.4833517648279053,1.5410667803986633,0.15507494299138924
138,Iris-setosa,5.608075802651571,2.9144854559416977,1.4610036925132013,0.2809549818839726
139,Iris-setosa,5.455158682362636,3.395155913167863,1.4799699823360628,0.33999751133219996
140,Iris-setosa,5.011936068392915,3.154452218747954,1.5810140495061793,0.3913254771699256
141,Iris-setosa,4.773526905040699,3.658608423762416,1.525522873136523,0.39596735038539244
142,Iris-setosa,4.194762752487662,2.796186067303897,1.4262882188769297,0.3432097691202613
143,Iris-setosa,4.793045783154059,3.4556264754623465,1.1920430601847203,0.05764127507210087
144,Iris-setosa,5.538084122763694,3.5045784122867443,1.5000081507755336,0.31502710612556345
145,Iris-setosa,5.286843024823332,3.2361311870856033,1.6244141228343707,0.23541070220776694
146,Iris-setosa,5.287758516483992,3.748885772327948,1.3639873721949791,0.4334994236896552
147,Iris-setosa,5.034275213756975,3.789797593271713,1.529242905955269,0.26178665209834634
148,Iris-setosa,5.153213792752824,3.2812265900120536,1.4474069999552768,0.12476065554438882
149,Iris-setosa,4.183272252546473,3.7025414727971975,1.9264722244717651,0.18902060202974502
150,Iris-setosa,4.778717131289743,3.2778763880870025,1.4957434847483881,0.4079409723736823
151,Iris-setosa,5.6717865244338705,3.138031459435533,0.9638393018022986,0.18085412237035958
152,Iris-setosa,4.555044651146273,2.521740514175958,1.3234358443032115,0.34340854059610965
153,Iris-setosa,4.7095179099872295,3.3701196986777475,1.889548970387561,-0.01739226922858464
154,Iris-setosa,4.786381523906251,3.785787207694697,1.5680973285702167,0.20712928629332977
155,Iris-setosa,4.679598565980921,3.5506124142742004,0.8836973999375158,0.10075033370771144
156,Iris-setosa,5.342880379423968,2.831134411624433,1.6384247850669085,0.2643568269125637
157,Iris-setosa,5.143090466213089,3.5023937463818404,1.5889354711444,0.26307163292962205
158,Iris-setosa,5.015336851036486,3.2645578469437737,1.4062105120002533,0.13690926833089404
159,Iris-setosa,5.240934655424918,3.5880913762871214,1.2424011231931027,0.1618450531515038
160,Iris-setosa,5.170406184776044,3.965287375750095,1.59882340403024,0.3884680671677471
161,Iris-setosa,4.821029977168858,3.199135154575813,1.2039122432336278,0.16907078973515097
162,Iris-setosa,4.41655405452797,3.980210517542305,1.4458570686729595,-0.049850540997518816
163,Iris-setosa,4.593407403869542,3.787969804572346,1.4864670089014662,0.245124514818875
164,Iris-setosa,4.958648053737522,2.637267079404706,1.8174366775279727,0.2733600064175471
165,Iris-setosa,5.096480575688728,3.96297546336814,1.4224166261319768,0.16475853398055265
166,Iris-setosa,4.853698570392875,3.3057617116611686,1.388500646637907,0.1882937835767618
167,Iris-setosa,4.9213554102839145,3.2963378409227433,1.6979478509428028,0.3912523732506382
168,Iris-setosa,5.325647913892372,2.6061359770815304,1.5133877800606017,0.2302147707273141
169,Iris-setosa,5.172487239674779,3.653690654942842,1.6130361571937009,0.2702892531166974
170,Iris-setosa,4.467793328154859,3.7891774070153255,1.6946522530854589,0.3302928870021196
171,Iris-setosa,4.982025641313896,2.9207197052938914,1.1106592801345707,0.0103056398662425
172,Iris-setosa,5.114933821042181,3.687600442103425,1.860163951514229,0.20695573573601325
173,Iris-setosa,5.494709423378992,2.937312940299669,1.3598650648999315,0.264570845253038
174,Iris-setosa,4.533898318786611,3.170707926498357,1.229046909050721,0.2617613055000347
175,Iris-setosa,4.580236367018347,3.530695704776167,1.4930554148447839,0.1432427046243635
176,Iris-setosa,4.876417754550016,3.390153824511912,1.7652780296509076,0.20018246086011443
177,Iris-setosa,4.490027043505706,3.7865277613210653,1.2462924747626,0.2731231741008295
178,Iris-setosa,4.974935160312318,3.6461846213394673,1.220966635319852,0.3733054109842143
179,Iris-setosa,5.091541874728176,4.158015306472988,1.3467932915508791,0.2255723235331059
180,Iris-setosa,4.995484041492355,3.7404810495171534,1.5788949312144394,0.4166640168554743
181,Iris-setosa,4.6746807228704,3.263300179049885,1.3603510339894058,0.17533657139538175
182,Iris-setosa,5.374625052923452,2.9404637050340154,1.4747263285222276,0.2214158984418584
183,Iris-setosa,5.555070621186983,4.003365073944314,1.3560051089543321,0.1853237838750237
184,Iris-setosa,4.842521821960077,3.8023836991274993,1.642398561154766,0.1693542309888423
185,Iris-setosa,5.22741499671885,3.442911743469769,1.3922340323761113,0.12562008159350846
186,Iris-setosa,4.791082482835638,3.1289618953329703,1.3874646405006144,0.29221489178635285
187,Iris-setosa,5.3607215217926845,3.445987323119552,1.2387033038454827,0.10195136634294949
188,Iris-setosa,5.0458908200352415,3.6916121728741382,1.374157608885004,0.18289797806967056
189,Iris-setosa,5.2753650122113624,3.28433481753571,1.4659886728742633,0.4195037802942643
190,Iris-setosa,5.256085452907327,3.6028453149122894,1.4408821069697373,0.16530209112002325
191,Iris-setosa,5.218138645947195,3.5593735399484605,1.5585010488639917,0.15871569997288248
192,Iris-setosa,5.11794150417156,3.311681399278536,1.5074946952146513,0.22759533384381186
193,Iris-setosa,4.876832693892012,3.9865869941274417,1.4119712399297015,0.22438669145836695
194,Iris-setosa,4.608225593728984,3.7539706875809453,1.2688054114026235,0.0765854158963159
195,Iris-setosa,5.131402090040991,3.5769316490326792,1.6151279529987508,0.14059899559492095
196,Iris-setosa,4.421409446555809,2.7695415403003225,1.230635656599627,0.15547294802606607
197,Iris-setosa,4.78125157314908,3.2759519235585226,1.2959028580316843,0.32578701661191106
198,Iris-setosa,5.226232340410449,3.3648311912815014,1.1396004257418966,0.2052445859380853
199,Iris-setosa,4.081947408181877,3.121367538552284,1.6705994238034252,0.1521195005045031
200,Iris-setosa,4.585840492361954,2.9486731092764606,1.4224139679233678,0.3079205570190394
201,Iris-setosa,5.232396357690139,3.4253757509061464,1.6467574380820773,0.3351635941815556
202,Iris-setosa,4.876390925432546,4.105230090832161,1.0953156989928479,0.2474140572350262
203,Iris-setosa,4.761304189599805,3.16395113442319,1.5715495532475265,0.2593973945585091
204,Iris-setosa,5.18849626119777,3.968693017439158,1.4992649729699272,0.07767821072487854
205,Iris-setosa,4.685194643691769,3.5394641813270544,1.4698835350684112,0.2829464034595648
206,Iris-setosa,5.323127511341017,3.4152140955539063,1.289002103475953,0.21591535773405485
207,Iris-setosa,4.994850152496347,4.31642660920996,1.897446118367928,0.27992859261061576
208,Iris-setosa,4.998826299324976,3.5582683156412136,1.7474660827105821,0.34621840195317416
209,Iris-setosa,5.522542852386704,3.3325201964734985,1.8553012646176237,0.22892357787263226
210,Iris-setosa,4.4111326368100565,3.542087655977426,1.5197742982735667,0.20790306651953422
211,Iris-setosa,5.104860156312553,3.5317934725140177,1.6376779777607586,0.24665797497706668
212,Iris-setosa,4.572151795423375,3.3386684706218928,1.6068567394123683,0.3806074231616265
213,Iris-setosa,4.954479560795487,3.827319228090949,1.7448071477992295,0.4399123301678186
214,Iris-setosa,3.999755818153748,4.183098952203576,1.5553243960424825,0.3417995702262435
215,Iris-setosa,5.879590515409347,3.037650175686802,1.4154588307756102,0.23567502847643695
216,Iris-setosa,5.501476935922867,4.158776524657037,1.3031112847290063,0.19833673341251618
217,Iris-setosa,5.085128523052699,3.8959537044380212,1.487495790181885,0.4102902468785128
218,Iris-setosa,4.796352107331835,3.7607338297505195,1.024872172752001,0.3663977308741071
219,Iris-setosa,4.383401930780677,3.642637006071488,1.4875708648907382,0.33724954009463093
220,Iris-setosa,5.274768946626766,4.464393517001534,1.2489269873935334,0.33343498350918604
221,Iris-setosa,5.3691462850083,3.4835116972454148,1.6848498092357187,0.18287597551121598
222,Iris-setosa,4.775120208857676,3.2169707833405625,1.3309293555508677,0.44644817219049726
223,Iris-setosa,5.010619747366375,3.706392404403714,1.701882506830026,0.27310133460378533
224,Iris-setosa,4.67038614847955,3.1029628070295594,1.4038122645952085,0.3872501129298641
225,Iris-setosa,5.552223616856682,3.289916779890783,1.5152101168219383,0.19821939230864705
226,Iris-setosa,5.141550347195685,3.3945871173479394,1.1087496190858344,0.15005542919988157
227,Iris-setosa,5.084035474568889,3.3285245007647855,1.304149229362726,0.26275524039648246
228,Iris-setosa,5.58166831973604,3.8957499262703092,1.6151050158955824,0.11319147132223564
229,Iris-setosa,5.170776567391651,3.982095237823502,1.6900985668648807,0.2091425923938356
230,Iris-setosa,5.62108474640999,3.4572542673879036,1.5834588925776019,0.2638640601504926
231,Iris-setosa,4.970536322503522,3.079530375177612,1.6003305875904328,0.35509323981151625
232,Iris-setosa,4.94916245185751,3.784015314984179,1.7700307865963587,0.31077317874589766
233,Iris-setosa,5.578624661161995,3.6731696926496387,1.1489951475370594,0.18256491336486538
234,Iris-setosa,5.024969809992515,4.13035219138122,1.7574749708278272,0.2852381253285009
235,Iris-setosa,4.39310623174676,2.8788960445945873,1.4017531682624005,0.20858041595455568
236,Iris-setosa,5.779220914391388,2.8580317173626515,1.4526985965062198,0.241254105122016
237,Iris-setosa,4.614158974620582,3.6951101293867517,1.596300852307752,0.1855385360295996
238,Iris-setosa,4.540056170984015,3.4029586856356597,1.6387006643315414,0.3652441276067261
239,Iris-setosa,4.666776051199279,3.998850269723742,1.633046312454258,0.446214584908011
240,Iris-setosa,5.622765831551779,3.708975495416829,1.8595188537177878,0.13932031698754982
241,Iris-setosa,5.700324751396515,3.759270059677531,1.8371720820011048,0.21182322193995307
242,Iris-setosa,4.446987062093862,3.490543101286008,1.5769874518334028,0.2560522459105769
243,Iris-setosa,4.469926424151051,3.293772097884087,1.1968360973967052,0.30083778036914827
244,Iris-setosa,5.450046947551547,3.378449729015363,1.499654994910413,0.04875907796831211
245,Iris-setosa,4.632264131200597,3.729362082113878,1.3701552138050492,0.21205506065384444
246,Iris-setosa,5.16398210962696,3.1291974904819364,1.3973814046152693,0.0728643736921776
247,Iris-setosa,5.809697883576783,3.1466304857485103,1.6721754154867026,0.19087152696538773
248,Iris-setosa,5.217838273052617,3.1471425123933416,1.440024414441825,0.17600376664124362
249,Iris-setosa,5.18329619866448,3.7835198564877452,1.5085631979048606,0.2506768925188521
250,Iris-setosa,4.402717639726881,3.280108946045863,1.3449804402845271,0.22980875878246382
251,Iris-setosa,4.9649599341500785,3.669911739976224,1.4539039536214238,0.33844847371009446
252,Iris-setosa,5.109242474808327,3.641611847886555,1.406718496338794,0.07212268263803301
253,Iris-setosa,4.817717651280129,3.178487144036257,1.656734258714689,0.11286599411713016
254,Iris-setosa,5.382569973828828,3.865543039084363,1.3647715575431796,0.36159513451430497
255,Iris-setosa,4.952055402464577,4.014624001909431,1.6066459236064201,0.21217756947648447
256,Iris-setosa,4.848246949253796,3.044929372091465,1.3781289609638212,0.1733290398313847
257,Iris-setosa,5.009941252862352,3.1671926621814044,1.3083900335239735,0.33421751385495946
258,Iris-setosa,5.4652149003316195,3.11144976243408,1.627250356960693,0.06999236891738794
259,Iris-setosa,4.968341165762731,3.3449865881803076,1.4370028001594108,0.3190543768159207
260,Iris-setosa,4.942516669854035,3.156366405459461,1.3912848040082908,0.4707485636090599
261,Iris-setosa,4.831663002434393,3.7490796173253886,1.5265319161353097,0.4358762499206678
262,Iris-setosa,5.328967472036474,3.570213184720447,1.4495828755934663,0.3975410925622159
263,Iris-setosa,4.9578954666190755,3.9289411792396205,1.583379337094049,0.3736693994774036
264,Iris-setosa,4.784417729821585,2.7825899384666286,1.5012993380841027,0.22558438437594636
265,Iris-setosa,5.326936162132601,3.761368079050194,1.516378955595487,0.2977484642942917
266,Iris-setosa,5.533696094709124,2.8085755723852333,1.269356601669836,0.35703383087365637
267,Iris-setosa,5.045454579071195,2.796678376398064,0.9990294632799885,0.2613605607405735
268,Iris-setosa,5.621459285011931,2.8890629616034884,1.221683735446525,0.40700105611700443
269,Iris-setosa,4.762855122699368,3.442935714378551,1.7954150680121082,0.27915783306241
270,Iris-setosa,4.89689049239807,4.035826676108806,1.4864111337314394,0.23732740842059194
271,Iris-setosa,4.412575063468926,3.6713377628095207,1.3742299586569573,0.2652639899227965
272,Iris-setosa,4.715582161923639,2.946720739327767,1.592660421962359,0.4235088181398099
273,Iris-setosa,5.395276567767343,3.7281740044910423,1.7127866641855725,0.30135888758265317
274,Iris-setosa,5.042441658553993,3.896750652634295,1.6919544565217142,0.17342749472537783
275,Iris-setosa,4.889511083191883,3.251463659150525,1.5871479828913888,0.3918265200327713
276,Iris-setosa,5.000361137898905,3.2150952286474284,1.7539530615407226,0.20816693971928452
277,Iris-setosa,5.586751164869986,3.3478740479745723,1.3699648002230524,0.22558291425840402
278,Iris-setosa,5.009245512358107,3.5285983283650406,1.2344352023261373,0.15811765010087245
279,Iris-setosa,5.694783910043931,3.6187225655891675,1.224830697059823,0.22246059710670912
280,Iris-setosa,5.169850064810543,3.129989989689713,1.1634662144881458,0.2699613928753418
281,Iris-setosa,5.023401320443184,3.816385895622089,1.408568336538967,0.4898581168586944
282,Iris-setosa,4.9390027909255565,3.985697236376105,1.2258699645635625,0.25528190655611677
283,Iris-setosa,4.902707888660176,2.927999529719794,1.6473257199875677,0.20607912465239997
284,Iris-setosa,4.9090923247975695,2.70756449945958,1.5554167340413358,0.18290690814799196
285,Iris-setosa,5.406564279245256,2.955749076789284,1.6292047234994242,0.11356979776355786
286,Iris-setosa,4.760862765413943,3.1851217483546703,1.5759873318022697,0.24799176324341962
287,Iris-setosa,5.023404846673425,3.3428515480520513,1.7992863991308605,0.28025043032131075
288,Iris-setosa,5.053288698680178,3.217920214850326,1.787659478830184,0.44112902078071503
289,Iris-setosa,4.651426192311877,3.650085027359843,1.3709109621969797,0.3610920987240479
290,Iris-setosa,5.116506858987195,3.0849245152479985,1.2312029078290059,0.2022252233950427
291,Iris-setosa,5.277443368108153,3.6834344360990023,1.2163861142494539,0.3190586780245961
292,Iris-setosa,4.712974137798917,3.2036188737807643,1.34455404696451,0.11611250630803502
293,Iris-setosa,5.274872652240148,2.9031298041045757,1.4853960410974598,0.3172420768066165
294,Iris-setosa,4.69221375666637,3.7127391086013084,1.3770029269047601,0.36268700974019785
295,Iris-setosa,4.906541243535596,3.6459625244817753,1.4097288200266076,0.22120598834010785
296,Iris-setosa,4.507519104874002,3.462695251666859,1.8182648943965076,0.11608093770944422
297,Iris-setosa,4.8740226240430635,3.3067320199777765,1.4214810471156132,0.31078858966873085
298,Iris-setosa,5.0621785727848145,3.1823160877179357,1.3478986232644816,0.19134067107715047
299,Iris-setosa,4.630813233786175,3.9938741463800866,1.3507954933794701,0.39226465256175824
300,Iris-setosa,5.396401085374658,3.563195487865746,1.4437143523535108,0.06386048116107562
301,Iris-setosa,4.943027451508785,3.619155028798565,1.4194363394032037,0.23103148543754887
302,Iris-setosa,4.716774596119693,3.3810468994822322,1.6347965069328512,0.31504567670618866
303,Iris-setosa,5.0651054088308545,3.5153257078102857,1.63987027557488,0.2911346526684614
304,Iris-setosa,5.2779480493492565,2.4026228738111017,1.4857261191964257,0.33591152139446767
305,Iris-setosa,5.191622499498115,2.944276699913799,1.2587556282259025,0.27824623850575514
306,Iris-setosa,5.213467077194262,3.7025698844741997,1.547167772892832,0.2989620934242215
307,Iris-setosa,5.61672321645877,2.637364843914677,1.1976652042140945,0.32426187643167687
308,Iris-setosa,5.318691398851738,4.269419188632621,1.3002226217343604,0.1053102262927913
309,Iris-setosa,5.5709018231128615,3.3775514031929097,1.4058783944680688,0.35670058101316326
310,Iris-setosa,4.991060889751569,4.239875966796776,1.0871862620781516,0.4308906342033393
311,Iris-setosa,4.942272149753745,3.206217048639381,1.4837157081906776,0.19109290621801464
312,Iris-setosa,4.969819231450732,3.3817387857170265,1.4442735383525211,0.2121209849826674
